"sam1","sam2","n1","n2","coph","dna","ess"
9357468,3034914,255338,33878,3400,1.73262452952373,0.00779222531183899
7359581,8537777,115740,34708,8000,0.00266219951977309,0.00881586150380165
12250856,2230892,56868,36097,2600,0.912213780819847,0.0183397089608873
11785826,6987688,119653,84940,7700,1.66957911425711,0.0195989576391091
6029595,6217139,35543,62530,2500,1.9316887709515,0.00918118689085257
2772828,13454235,22301,22301,0,0.035359293034166,0.00699663029287723
1210063,13117771,129,51922,2700,1.82292728866436,0.00998781671594373
12166107,4669712,119653,177180,3700,1.68980051301347,0.0236422654591866
14916375,2981686,56662,33878,3400,1.98297104356766,0.0093545412920778
7412673,16843571,129,397677,5000,1.88036150862292,0.0129342488475713
4913894,12503322,29790,346720,2800,1.92174752836091,0.0307454194504289
5895149,13946019,53289,156308,1300,0.136466353719667,0.01385414685923
8883540,8101588,22878,63407,5500,0.622631520934949,0.0220628200311948
16827533,13042714,14005,363492,3300,0.148085652968111,0.00424899216901431
7643908,1053804,500310,32021,1500,0.46531259698869,0.00288503795816042
11604708,14486161,17428,359549,1400,0.252489933352769,0.0159966773574095
16588175,11033904,22301,348555,2100,1.19540711619104,0.0159210736314023
9448313,12553289,203398,239881,14100,0.409887345321535,0.022757202261124
4724542,16351567,177180,59972,4800,1.02912417104834,0.0102615238462503
5720916,10430955,36097,377097,3000,1.62608573224315,0.021411678952492
15684942,19194,19280,5407,8200,0.00510710916947266,0.00687670617681524
6028611,4016135,35543,32987,3400,0.352909518706432,0.0130456689964416
13195286,7864205,56662,94933,1000,1.71475434746359,0.00472562162047652
11072856,14360990,24867,86376,6700,1.94284114544705,0.00670756828083108
2661058,9132520,32021,123943,8000,1.97445071903191,0.0111801022044313
1597612,9632179,36097,201255,1300,0.179488117268082,0.0123180120090025
15582466,8375609,19280,113666,5900,1.99363960880485,0.00851750521001737
15349915,11021162,332282,348555,2800,1.03906597287821,0.016002433988608
7796869,15380194,51906,282823,6900,1.94201829472032,0.00827338408539469
6859357,5266774,59008,30236,2500,0.606838424114631,0.00641221208219389
15470197,9487285,16376,156699,12300,0.0350099672478273,0.0205621831663491
901126,436708,17428,56529,1400,0,0.00395659639273349
3320960,16488959,29790,26059,300,0.490025511876829,0.00524498318372957
6020178,1513420,19409,36097,4300,0.967942876454035,0.00752630591598236
1428973,12225204,33878,56868,3200,1.71684520581415,0.0132535867738987
8190996,11493166,39621,363492,17216.6666666667,1.85416411078054,0.029814699302748
14119770,1711114,22301,36097,900,0.161835939132078,0.00502300261097721
4823899,3586319,27128,24962,5100,1.33169558423926,0.0114739746573821
719075,4255650,34708,33878,3400,0.0140559076812178,0.0131440832025144
4553324,12900665,32987,184384,9900,1.98368988184405,0.0333857987838788
44253,14411379,8161,455843,5400,0.0892190183620907,0.0173480160039197
740196,13384441,22301,21458,100,1.98198614782715,0.0125078791752159
10952546,7371367,30910,115740,7200,0.00540454598178275,0.00661898676945138
6383099,961181,129,36097,5000,1.61920022631576,0.0117039157831271
9481745,11259676,223097,315301,14400,0.650689866882363,0.0229918173671111
9302540,13182984,16,56662,14300,0.113079120172928,0.00883935901719834
4737452,7925042,44500,84482,600,0.755193091569374,0.00132451533983358
12578222,14920028,374655,44116,2700,0.693824463555571,0.00869631435574303
7358598,1091312,115740,37489,7800,1.90987582892568,0.0180129734464322
15962270,180852,29331,28852,800,0.0620088304479944,0.00748626081071013
11311882,11284356,68909,119653,200,0.0191507858504932,-2.22044604925031e-16
13034883,5189953,363492,28852,2600,0.973678877404693,0.0162759111764689
5059293,14170920,55404,209125,2100,0.155279210426219,0.00673190996708073
15155740,14380101,22301,14005,2400,0.154878352421576,0.0151729781714441
9636797,14353503,12017,56662,6500,0.023869349266489,0.00911310448343394
8568589,14702064,34708,33153,400,1.99339945392444,0.00461211145389162
13460587,837317,61180,33878,3600,1.63220305279514,0.00752088802216944
10659182,10745049,12855,378685,3600,0.61590923659743,0.00128891018637567
10136203,13584038,206216,19280,12200,0.0811885222864911,0.0144227003952305
7574117,1537893,88798,36097,800,1.97667574629193,0.00171334885027186
2116630,10131704,36097,206216,14500,0.0532299835461763,0.00501689538199046
1318263,894895,42057,27346,1300,0.265068659940159,0.0413810963817443
10810749,6889510,170620,133617,2100,1.68262596072662,0.0219370105779473
7265482,13662758,22301,279522,500,1.91399307259256,0.00525987654617688
832695,1889050,41457,36097,3600,1.32895837572579,0.0110895620725805
1224391,4288484,60236,33878,3600,1.54342679741681,0.00644875260385946
7766984,6135892,94933,19280,2300,0.0170193414865621,0.00301462590720514
11215273,7652418,1050576,500310,4400,1.99779246145301,0.0231430901211829
6339354,1425746,113715,26259,3100,0.557556128020624,0.00641221208219389
14912710,10804140,56662,347153,2800,0.708031057999627,0.00644387103350141
6519467,1110750,29301,14005,4000,1.98657165048106,0.00938615780255869
4226292,12948204,33878,348733,3600,1.80078347654803,0.0135010257645409
3394120,13663891,85330,279465,3200,1.88016603533618,0.00369622109272649
16180471,9746895,1314791,216666,2100,0.140652773922385,0.00579518549650115
7948016,10927733,129714,348733,3000,1.58188565588254,0.0265792269429254
12911900,3314063,173677,29790,9600,1.99676500296018,0.0313350898184397
4033415,4042783,32987,32987,0,0,-2.22044604925031e-16
14195269,16536257,44116,18027,1000,0.0162486718362591,0.00251902177879304
11819289,6868783,119653,19280,2300,0.611375045659618,0.0231430901211829
12765603,3826418,346720,32987,3000,1.62950332681397,0.0307454194504289
13282173,10210753,424791,316686,9000,0.00551003906135827,0.008828269514773
9248745,7376516,59902,40088,5200,1.999858915376,0.0101414332237463
8082666,2398075,63407,22301,900,0.0544177611695371,0.0047335832824803
10079139,7640583,121333,18027,11200,1.97636319902373,0.00762369225794091
14342896,5032398,340088,94058,1000,0.335970736746295,0.00673262542230346
16177208,6677242,1314791,34708,1700,0.304183947588272,0.00172331928661262
14784636,2946241,408751,32462,1400,0.109249403447904,0.014561491546224
6669958,3220948,103152,32987,800,1.50282504654157,0.00619229688460443
3380936,9443886,33878,64900,4300,1.91698638610677,0.005573110911264
2902160,6997905,32462,92021,7400,1.98027093497171,0.00419230390080383
1340370,15007120,27153,12855,3200,0.926303158824553,0.0160393791916381
13132288,9370361,47550,216666,1000,0.266432771900843,0.00971161134097775
11978480,11372085,76,352967,6600,0.861618463717674,0.0207041747363976
14007023,12181048,246064,119653,2400,0.627136020840692,0.0205482913047942
7716081,5546752,94933,18290,4900,0.887883653633146,0.00812794905849179
8796190,8334683,149,51906,3600,0.0737129681987642,0.00608347560873956
235438,25995,56841,3221,8400,0.723660979662335,0.0113430524394795
1699810,13181491,32021,86376,1000,0.493691260482215,0.00753385250309158
2822432,11194741,22301,119653,2100,1.0616628782206,0.0239944392457515
12846564,1528183,24867,309707,7400,1.70661154906485,0.00724946088904843
10605652,14095944,1020712,1354119,4400,1.5306329317676,0.0262315594916497
2933615,452640,28852,70892,800,0.390865232407532,0.00971156414974095
4378910,4098527,29790,22301,700,1.35697254210168,0.0033194204241247
7569374,14613008,88798,63407,800,1.74513489585506,0.00494484653572036
4689417,5055123,177180,38675,2100,0.181677233400966,0.00717369185189554
694403,11925650,22301,91411,3000,1.9572186078,0.0238129311767158
2702158,2693119,36097,36097,0,0.00140340096992808,-2.22044604925031e-16
12021791,117586,348733,14643,8100,0.710712183716219,0.0228720440662117
7983759,11640741,123943,76,6600,0.0134914788369662,0.00808333996849797
9067598,7807227,123943,76888,8200,0.588280660166275,0.0136071053834469
9179394,16706470,27153,409388,1600,1.13721492567612,0.0292207155594992
9612759,7717431,216666,94933,1400,1.0906791835589,0.007789713565724
7264660,11018881,22301,170620,1200,1.22146655423401,0.0247572784234015
4565020,7221582,29790,18027,1300,0.0835654054100997,-2.22044604925031e-16
6280820,2110771,12855,36097,3600,1.56108118577784,0.00705504339131768
9980600,9318976,4401,12017,7300,0.0292651080114879,0.00868184572670283
1850484,6299477,36097,12855,3600,1.35515892672667,0.00754488782201157
14160420,1083400,277876,24962,700,0.133290271416179,0.00924357163806422
1006619,15683714,36097,17428,1600,0.0753508510342621,0.00410128401738186
11807512,4210056,119653,55866,3000,1.7062683908443,0.0300995628353363
1102426,5335805,92382,36097,1800,0.307081599855707,0.013164158121366
2648637,13931874,32021,16376,1600,0.365872667889455,0.0129949269722045
12652307,13965863,94593,398009,5700,0.250958625550411,0.0131996379103062
11128970,6673021,14005,22301,2400,1.65853665726969,0.0232537787881292
4511199,16716596,32987,409388,2000,1.34522979685377,0.0308185327825364
16862402,6195262,21458,104944,1000,1.93301727779949,0.00711690076815386
7975694,5896345,106136,53289,10400,1.90492694125121,0.00365723204562496
9295906,12067841,71501,1206,12816.6666666667,0.105453659141762,0.0237466205660977
8469859,981,520586,8896,6400,1.96331849641643,0.00981535103700237
8707881,15388326,122782,282823,800,1.99405444035516,0.00518363344939465
9873553,15617429,150115,246917,13500,8.72994944762784e-05,0.00572652535308404
6055552,6529105,18027,55598,6700,0.0943985478498194,0.00225012172050199
8089644,11574826,104159,1206,4100,0.412904715864251,0.0175685351508656
12041550,16169618,72,47550,6600,0.694451057500435,0.0197785883867032
13911670,8417605,14005,68578,4500,1.99929501313289,0.0150994153447855
3978709,16653268,32987,86376,1200,1.46220983741473,0.0134340097121679
416449,8876138,19280,81579,2100,1.70306687696491,0.005935501743775
14084232,11315089,18027,56868,1100,0.726172977730947,0.0219016149243715
12263089,2425674,348733,22301,2100,1.25086164416283,0.0237936811893378
4089198,7819856,22301,34708,700,1.21453033315205,0.0029523940017977
14399665,1437829,1350826,33878,4300,1.98692147781954,0.00822904715379269
9374988,5772719,142277,36097,14000,0.0585152986916289,0.00622901039456636
12175133,7804523,119653,22301,2100,1.99841534491987,0.0398511252137511
15661974,415463,203738,17428,700,0.141390916278171,0.00867675462321049
8655287,15329321,122782,277322,1400,1.79709705650971,0.00595397647811702
4808412,15145563,149,331854,4300,1.90272653641189,0.0040761375986148
818796,6749512,41457,32987,3600,0.054685513203017,0.00689859080032063
14938420,12133399,44116,286826,2300,0.618309339999437,0.00690324368677575
10181923,3927764,129,32987,5000,1.15128116817278,0.0120585232283432
5585190,9396817,12947,245127,10800,1.856855102808,0.017577555253743
379548,1755989,32987,26059,500,0.237557426133236,0.00430615390004574
11562650,6713303,246942,34708,2300,0.130722810828303,0.0089302128078298
10335205,9202130,72817,74406,10400,0.0814933771040321,0.00859149604238607
12760388,16355644,285173,103295,3900,0.996752109305002,0.0116329096052503
16386979,16583097,149,437163,4500,0.122861898091032,0.0172026710425968
12287852,2841937,109,36097,5400,0.745358419375082,0.0261336421333009
6450372,12663123,435524,149,5200,1.93687267662854,0.018206320302407
7071397,9576762,103152,322132,15000,0.21562154301956,0.00399659670997798
10465476,8584591,135933,26059,3800,0.988651424431797,0.0232708748001331
12570330,9033430,307783,129,4800,1.09520177663713,0.0174334193961675
11954812,16102194,232567,326744,2200,1.12457624961653,0.00497207569232949
1557477,11811843,36097,119653,3000,0.923391761710233,0.0128337657634416
2502586,10722247,36097,74796,6800,1.63248113787905,0.00507293044477353
15419088,12485206,47550,346720,2600,1.29742086278257,0.016002433988608
6694844,10756096,103152,378686,3200,1.25202546357216,0.0189567691763739
13320362,15456139,83864,403375,900,0.0104223553396792,0.00552200651941337
2562636,4709748,36097,177180,1700,0.232094561436646,0.00737807105551491
2647935,5176901,32021,55404,1600,0.00433573233459672,0.00600826871872795
2227044,12840140,142461,23226,9400,1.9367343141058,0.00646971755313275
5494805,8211357,24962,19280,1700,0.0130415112701048,0.0110965979283906
2046875,2802713,85330,30518,3000,1.58988578341394,0.00627493469164653
6095510,4353715,29790,41081,200,0.0648555332156407,0.00297710093594461
9064624,670255,123943,69339,8200,0.390635556751523,0.00638276663288773
9779196,4908136,7623,32987,11700,1.03801431856949,0.00598106348218719
5442034,14341583,24214,47550,3900,0.0951771971830249,0.0197785883867032
2117958,3280022,36097,19280,2300,0.245686805682866,0.00344361625125411
4692581,15460192,177180,403375,2700,0.707751195467727,0.0284681657166093
10073524,8174936,150582,72989,13700,1.99504077443775,0.0110659448161853
12372337,4354849,354109,41081,3000,1.60284536169083,0.0286815736068342
5142274,11527944,32021,62530,1900,0.846278719888692,0.0145619111744884
12237631,9993313,119653,78414,2300,0.463464577718594,0.0110618805490444
14311858,2826779,340088,18027,1300,0.0985083684863458,0.0011897712131298
10301461,3203012,12017,32987,6700,1.69467599232412,0.0125254658438778
7470312,4453897,129,18290,1700,0.00498560818298188,0.00322774251172608
5005451,7664687,14005,500310,4000,0.220063409370996,0.0060027114005039
7388990,4719633,43162,177180,6600,1.35048867843758,0.00732833478639439
9127108,6989822,123943,84940,6900,0.00463214020529956,0.00418033486501601
102668,2676808,6483,36097,11000,0.164800466085389,0.00156260010510412
47299,12491707,8896,346720,5700,1.38844779330909,0.023515807876627
7103485,8734549,27153,29904,4500,1.98128290973635,0.00428183963275208
250046,14925791,16,19280,12200,1.99927250409542,0.02430530137603
7118821,4447069,103152,12947,5000,1.85851758599046,0.00812794905849179
16489040,4722707,19280,177180,3000,0.45985855933426,0.0047391927796957
574321,15132467,18027,279522,1100,0.387029169276433,0.00877707071095635
371477,5702874,32987,36097,1000,0.713412510609829,0.0117159236293409
2794269,3770839,22301,32987,900,0.683488502494837,0.00251803035578946
13614977,13325168,22301,83864,200,6.26851530425299e-05,0.00492004304142624
10730663,14987035,26440,19280,4000,1.94009713408068,0.00609241177970865
11453212,9829792,363492,12774,6700,0.463464577718594,0.0228720440662117
13544078,2192586,22301,36097,900,0.062476115436171,0.000760504396954076
2141734,6078541,32021,11944,7600,1.80065274117186,0.0139522901091039
11923322,11834073,91411,18027,2400,0.00724115095036015,0.00701049311094337
10138765,10603344,153463,1020712,14800,1.47059982396551,0.0231858816968307
12642821,6670820,21672,103152,5000,1.89918504700474,0.0207246773969638
517184,16199202,76888,56662,1000,1.82669045639499,0.0103892853597432
9237758,9594354,59902,322132,13500,0.0292651080114879,0.00711924780914519
2836563,12620656,24962,76,6000,0.558381703989946,0.021515385475912
11984114,715973,91675,94933,7500,1.37092585173365,0.0374990576379722
6199542,3045326,24962,26259,2500,0.358762254211179,0.0124506054248903
183748,15475503,32021,183010,1400,0.327929859115003,0.025206180990213
4925805,3186239,32987,32987,0,0.0497344149333792,0.00601854897466081
6946538,2191282,93350,36097,2800,1.84102988771263,0.0183397089608873
2624929,3888809,36097,149,4500,1.53449572407579,0.00501408864357322
4633403,8025192,29790,28572,6500,1.70681057220227,0.0262538681434568
1613751,14613332,36097,33153,800,0.328017255953111,0.00426918856215808
1251282,13401965,19280,1206,1800,0.399994989269992,0.0175124166017566
7744251,6078120,94933,11944,7800,0.111326880796974,0.0122140072884933
12185498,5399422,119653,76,6600,1.83279317058274,0.0132779672327057
14378318,8806888,370720,18397,5600,1.99484866438967,0.0122277831430926
16117929,10901540,326744,348733,2800,0.669805851457302,0.00490389028378779
